condition_mean,condition_type,values
70,Manual,57.92677503410113
70,Manual,91.59067632799484
70,Manual,56.614971639727365
70,Manual,53.69117894655009
70,Manual,69.67638445712335
70,Manual,63.33958594701181
70,Manual,70.65815405795806
70,Manual,63.433249127535305
70,Manual,79.19540099254554
70,Manual,73.0438490045773
70,Manual,74.81127527206266
70,Manual,65.1941340807929
70,Manual,65.55299647251506
70,Manual,69.69693361810432
70,Manual,60.35390385332139
70,Manual,88.01049970358837
70,Manual,74.53107233038673
70,Manual,80.01619998453131
70,Manual,52.55240113071837
70,Manual,87.58179340137808
70,Manual,82.50172823194883
70,Manual,85.83478572458408
70,Manual,58.47826981334372
70,Manual,67.19639897358354
70,Manual,81.31835889258588
70,Manual,66.3593704548722
70,Manual,82.2737317910104
70,Manual,61.14584719721759
70,Manual,68.67183791549688
70,Manual,68.89066188261002
70,Manual,27.184404371258644
70,Manual,83.92535487981651
70,Manual,72.40906666368309
70,Manual,82.248033382306
70,Manual,68.7301385549914
70,Manual,46.59309140564961
70,Manual,58.92419171228254
70,Manual,82.57103549834062
70,Manual,62.25114305685236
70,Manual,86.69402616940378
70,Manual,57.29965168496529
70,Manual,76.48102126113301
70,Manual,93.50206112068415
70,Manual,71.02263476373976
70,Manual,79.01878752557033
70,Manual,55.65663963319646
70,Manual,78.0024616591262
70,Manual,81.96721778654339
70,Manual,74.761295584132
70,Manual,77.4059569841336
70,Manual,88.21314593383462
70,Manual,62.42547609554916
70,Manual,64.81491185699912
70,Manual,60.342481700283116
70,Manual,64.08721513698646
70,Manual,67.08582631277186
70,Manual,64.04993451127916
70,Manual,61.985880549784525
70,Manual,96.23706160766108
70,Manual,67.07502065941236
70,Manual,75.96232615928642
70,Manual,42.76450216063637
70,Manual,67.72113983196009
70,Manual,66.32587960623516
70,Manual,95.93808286558539
70,Manual,49.841725908645735
70,Manual,61.821000217186175
70,Manual,56.69032763344364
70,Manual,52.00215200479913
70,Manual,98.38748762394364
70,Manual,57.16826125738499
70,Manual,59.02047838191563
70,Manual,49.275818588476845
70,Manual,54.9282792170302
70,Manual,78.9127814404503
70,Manual,60.67841485223913
70,Manual,62.645832058059746
70,Manual,81.66426120132698
70,Manual,75.75368734516057
70,Manual,77.32374776552358
70,Manual,43.98607200905202
70,Manual,79.14525149073208
70,Manual,86.5000764327199
70,Manual,108.58211606407002
70,Manual,61.55441111328277
70,Manual,54.51713304172921
70,Manual,81.23773677101921
70,Manual,54.7547607518493
70,Manual,72.77461775692333
70,Manual,80.1585037196378
70,Manual,87.95226580480586
70,Manual,96.44155913520112
70,Manual,75.4180024690733
70,Manual,87.95753278087683
70,Manual,67.87604918524067
70,Manual,63.755622448288634
70,Manual,66.86800557873688
70,Manual,78.65610159087038
70,Manual,77.67271653413428
70,Manual,63.801396056792974
70,Manual,63.877912440931546
70,Manual,58.99070965156977
70,Manual,86.15364485121242
70,Manual,53.21989218264948
70,Manual,46.752976680015685
70,Manual,88.40606587972333
70,Manual,68.16960414521074
70,Manual,55.73227379908536
70,Manual,90.79172291267858
70,Manual,50.021049251202754
70,Manual,76.3402635803268
70,Manual,51.16898345817271
70,Manual,65.66549282273407
70,Manual,55.95213677345803
70,Manual,51.597222662125546
70,Manual,47.00982605134042
70,Manual,69.17942411158508
70,Manual,71.17674617587598
70,Manual,74.97828287528218
70,Manual,70.95691767410943
70,Manual,61.860632823083805
70,Manual,61.35169235121664
70,Manual,71.973262633911
70,Manual,47.39797781305121
70,Manual,72.16899125595403
70,Manual,100.51097481773158
70,Manual,46.74612389073807
70,Manual,77.17895964981658
70,Manual,85.09911497549038
70,Manual,89.55805815670045
70,Manual,62.55236589512513
70,Manual,93.61689060571399
70,Manual,57.51215076870309
70,Manual,60.79720598188039
70,Manual,52.50600622012843
70,Manual,94.66030419739799
70,Manual,82.39195565971848
70,Manual,93.18616454856732
70,Manual,83.06889366309959
70,Manual,74.72165444369216
70,Manual,72.53448491125813
70,Manual,83.40923547532668
70,Manual,77.19899413079797
70,Manual,67.53943348459342
70,Manual,66.74584059064509
70,Manual,52.04761881458063
70,Manual,62.88931896331224
70,Manual,85.48863927772788
70,Manual,78.32509133316856
70,Manual,57.822726913035304
70,Manual,50.74781833715763
70,Manual,82.3808569825135
70,Manual,82.59791139587786
70,Manual,58.70128702439382
70,Manual,75.84882186625329
70,Manual,86.10348301554956
70,Manual,57.30223910511699
70,Manual,84.04706189394588
70,Manual,66.84532864158366
70,Manual,85.3137029036131
70,Manual,89.0453632223756
70,Manual,84.52080420206626
70,Manual,97.29107062270984
70,Manual,46.67513110496552
70,Manual,67.9656221549113
70,Manual,77.49676457628219
70,Manual,57.538109107154675
70,Manual,71.75560238378662
70,Manual,69.86418801015783
70,Manual,58.04087968391784
70,Manual,79.78354696267142
70,Manual,73.67786194381112
70,Manual,68.80401931865048
70,Manual,65.15867093865255
70,Manual,55.05496938568185
70,Manual,58.13980993861784
70,Manual,57.835172071087385
70,Manual,45.74357058826207
70,Manual,58.33458185970707
70,Manual,71.24886607182795
70,Manual,95.04947714314642
70,Manual,68.36644493763241
70,Manual,74.25419079777457
70,Manual,66.09978388215069
70,Manual,67.4882140096563
70,Manual,47.060254597338016
70,Manual,71.78724115853223
70,Manual,34.82785988676414
70,Manual,68.48547958008332
70,Manual,81.99823935066544
70,Manual,85.05419674406927
70,Manual,90.77778140439403
70,Manual,89.0936852553626
70,Manual,81.20996879425482
70,Manual,66.61376656841108
70,Manual,80.83078151885557
70,Manual,86.7529653799476
70,Manual,100.9159377684318
70,Manual,62.938732294587396
70,Manual,93.71300482023146
70,Manual,60.44189090456278
70,Manual,83.70597187937294
70,Manual,63.95488381482287
70,Manual,76.03305764832146
70,Manual,59.3567538597308
70,Manual,83.14766955942586
70,Manual,58.06640033442233
70,Manual,60.342969795121626
70,Manual,70.50603349311096
70,Manual,66.88472495337204
70,Manual,68.85461375467557
70,Manual,73.30849851094429
70,Manual,63.48691834750313
70,Manual,91.67507350487115
70,Manual,60.50127038611481
70,Manual,78.12397007820425
70,Manual,56.70499286972304
70,Manual,89.80373440940308
70,Manual,71.67942369107669
70,Manual,43.89200769758004
70,Manual,70.35718809650615
70,Manual,59.40449956305835
70,Manual,67.17573061971414
70,Manual,74.13457815058028
70,Manual,61.68351744920574
70,Manual,56.159714668164646
70,Manual,72.3086292909109
70,Manual,81.98900920835791
70,Manual,72.46559678045415
70,Manual,95.98327948280168
70,Manual,41.562603896298164
70,Manual,83.3021057468268
70,Manual,41.61163809460606
70,Manual,74.26868598114217
70,Manual,52.32027281270832
70,Manual,71.89198055425727
70,Manual,58.64201692865311
70,Manual,95.71440795878577
70,Manual,82.73902853937696
70,Manual,97.66921599956895
70,Manual,72.74720295321035
70,Manual,69.799622105145545
70,Manual,64.09922187535628
70,Manual,54.89292856476423
70,Manual,65.56827662901102
70,Manual,68.95807572581391
70,Manual,74.40440467782389
70,Manual,72.91796987080414
70,Manual,67.3532623169795
70,Manual,75.42198732922323
70,Manual,85.08139880145961
70,Manual,99.73747902093739
70,Manual,68.87730272813377
70,Manual,45.380707788777045
70,Manual,68.38106717125315
70,Manual,59.293638359752165
70,Manual,54.09636866972476
70,Manual,79.87001724285513
70,Manual,45.27625502499308
70,Manual,82.98061715927729
70,Manual,66.25663284911684
70,Manual,94.71657723500778
70,Manual,78.34210630752756
70,Manual,85.97175071934052
70,Manual,66.9927884008759
70,Manual,57.83409441964035
70,Manual,83.17213383710845
70,Manual,66.5677317574316
70,Manual,55.690424247817
70,Manual,92.91745025678445
70,Manual,77.49951645912111
70,Manual,75.96233214892061
70,Manual,49.01246503602416
70,Manual,112.64507975053071
70,Manual,77.69940037785408
70,Manual,49.90408167823116
70,Manual,55.720322358766325
70,Manual,73.73076207596077
70,Manual,50.47580400470969
70,Manual,71.38300737429218
70,Manual,85.69215380805072
70,Manual,50.03077873996518
70,Manual,67.70988385639936
70,Manual,76.10703614028385
70,Manual,87.2647430215624
70,Manual,85.18649149780003
70,Manual,67.18223728504765
70,Manual,60.16069371943161
70,Manual,73.5075178166796
70,Manual,82.80684878659893
70,Manual,77.04023861113178
70,Manual,92.43219065579005
70,Manual,64.58532590812645
70,Manual,88.52893691836853
70,Manual,83.4799257103736
70,Manual,56.19011335322141
70,Manual,45.33639196197615
70,Manual,74.37528113895367
70,Manual,78.92076610808334
70,Manual,59.727726800047854
70,Manual,82.40162815454381
70,Manual,58.4347290767404
70,Manual,90.99853750124599
70,Manual,59.17199805485832
70,Manual,75.7505515670547
70,Manual,49.37759036308883
70,Manual,77.27958036059624
70,Manual,69.130802908161
70,Manual,60.77849726965536
70,Manual,44.758203657621934
70,Manual,103.51056355835618
70,Manual,61.79481858059966
70,Manual,91.64091711928059
70,Manual,85.90612781801774
70,Manual,60.184888862000804
70,Manual,72.8361621613176
70,Manual,69.18240580249164
70,Manual,72.77382112687869
70,Manual,65.3888920351025
70,Manual,54.551503521494446
70,Manual,88.3413006756107
70,Manual,64.46978864523915
70,Manual,82.44367834325587
70,Manual,80.23922741077206
70,Manual,69.5686792640628
70,Manual,61.50146935477799
70,Manual,66.20741420083694
70,Manual,57.28078701172419
70,Manual,77.80950616387996
70,Manual,31.679534669514773
70,Manual,79.25688365456749
70,Manual,39.311596217410255
70,Manual,59.50760552896733
70,Manual,69.65429642059418
70,Manual,86.87169159796198
70,Manual,89.84993268823646
70,Manual,69.04165672252547
70,Manual,61.71814693596863
70,Manual,75.04444484638259
70,Manual,73.89517906947312
70,Manual,57.34113320810002
70,Manual,66.64575149690329
70,Manual,42.961502570447195
70,Manual,54.26075248675462
70,Manual,61.42258380594253
70,Manual,70.0789973302937
70,Manual,94.63192916249834
70,Manual,65.85326878945831
70,Manual,87.22803576763113
70,Manual,47.43416215920097
70,Manual,75.9086126412262
70,Manual,71.23251240151261
70,Manual,67.50788856008462
70,Manual,69.34213544337237
70,Manual,68.909560613007
70,Manual,78.75273697684082
70,Manual,64.71517354597314
70,Manual,111.09361290031102
70,Manual,84.28000171426831
70,Manual,80.0127092751968
70,Manual,82.92429159500695
70,Manual,64.59266863428063
70,Manual,50.58606026187326
70,Manual,83.34478005564348
70,Manual,69.66553779251674
70,Manual,88.64420452535508
70,Manual,80.36985932044942
70,Manual,65.77604411668378
70,Manual,78.66440403104899
70,Manual,60.693793181091216
70,Manual,67.22207435724873
70,Manual,45.57172125440971
70,Manual,62.334537386470075
70,Manual,70.19062548592873
70,Manual,53.99698898012911
70,Manual,73.61675422807552
70,Manual,57.295238132472704
70,Manual,76.09212763843135
70,Manual,59.891303152198795
70,Manual,89.2394307817888
70,Manual,58.180722686022065
70,Manual,83.51731221724073
70,Manual,89.49679213686512
70,Manual,69.37250966277313
70,Manual,78.39808753036945
70,Manual,89.17134781619077
70,Manual,68.55666662288111
70,Manual,79.46542881150388
70,Manual,89.95215702901223
70,Manual,56.03517944809369
70,Manual,36.23914631055323
70,Manual,83.69715264820407
70,Manual,81.64625318688309
70,Manual,68.00208589099873
70,Manual,74.12109283746747
70,Manual,77.1962512920191
70,Manual,66.62787387354342
70,Manual,87.82836880336393
70,Manual,80.14759841860257
70,Manual,67.86977025278163
70,Manual,58.87005339791166
70,Manual,81.52791862618047
70,Manual,64.34107610184765
70,Manual,43.7991404731771
70,Manual,82.8156473096851
70,Manual,51.73356967915335
70,Manual,79.86931792777744
70,Manual,62.44691858474354
70,Manual,43.044274722893825
70,Manual,71.62972071419375
70,Manual,76.95249640971224
70,Manual,43.380484690009965
70,Manual,72.93504703870862
70,Manual,72.09292028671348
70,Manual,57.99204069825405
70,Manual,77.55260132844073
70,Manual,100.47872179036239
70,Manual,81.44730992129061
70,Manual,52.20748399591728
70,Manual,37.23010067485157
70,Manual,67.40225406362373
70,Manual,64.06780733604177
70,Manual,76.28676251141356
70,Manual,47.05231503169031
70,Manual,48.98621282270041
70,Manual,46.145178298694645
70,Manual,54.72589647016066
70,Manual,84.99668905100495
70,Manual,61.58087822181768
70,Manual,73.16726516393469
70,Manual,57.24756202374855
70,Manual,75.11220806000092
70,Manual,72.78093769586889
70,Manual,60.335560090485224
70,Manual,61.57919922648021
70,Manual,87.80231698245774
70,Manual,72.52517423266933
70,Manual,74.24984514011508
70,Manual,69.49276391861082
70,Manual,80.66745456577759
70,Manual,71.41301404933384
70,Manual,64.82050358050883
70,Manual,69.29700259496566
70,Manual,60.84629412130428
70,Manual,85.31425630819957
70,Manual,69.55428394597129
70,Manual,51.66377990905282
70,Manual,63.1240138612392
70,Manual,84.92905948613435
70,Manual,64.04569616527067
70,Manual,71.96484218939712
70,Manual,35.532578114581035
70,Manual,74.14063311523165
70,Manual,79.7180096638011
70,Manual,86.02103719846419
70,Manual,86.22465339708504
70,Manual,63.85162690671087
70,Manual,86.32220577491442
70,Manual,74.61105161970737
70,Manual,66.36888665807031
70,Manual,70.87345432722168
70,Manual,55.69601009718419
70,Manual,97.803165234338607
70,Manual,71.34108328060277
70,Manual,39.697756924823956
70,Manual,81.67943572514255
70,Manual,76.88749299897994
70,Manual,71.31238558262727
70,Manual,70.50253087207471
70,Manual,71.77280630258578
70,Manual,82.67593847965932
70,Manual,59.51787161447038
70,Manual,85.14304654009982
70,Manual,61.680631651023575
70,Manual,75.89687042983137
70,Manual,66.34974867416605
70,Manual,61.680156606099786
70,Manual,31.283616033741293
70,Manual,90.69006940447073
70,Manual,81.4239390166539
70,Manual,63.047833200825835
70,Manual,77.21437670570866
70,Manual,30.19028353061183
70,Manual,75.9401669720105
70,Manual,56.670983693025406
70,Manual,67.25215186925244
70,Manual,72.39012092423631
70,Manual,66.84205581602322
70,Manual,94.73087957345632
70,Manual,57.45339410916673
70,Manual,92.1275240348913
70,Manual,72.80022958607063
70,Manual,54.28920796781886
70,Manual,61.07294505290362
70,Manual,93.97750164459305
70,Manual,90.01843005318815
70,Manual,78.65134381530724
70,Manual,67.44554850157206
70,Manual,69.75517512007846
70,Manual,78.19892887592287
70,Manual,101.18387876034726
70,Manual,67.58793425828274
70,Manual,88.09656816664257
70,Manual,75.86076371927804
70,Manual,92.81125146878455
70,Manual,75.06401143144213
70,Manual,73.6546222672786
70,Manual,87.14235551779277
70,Manual,65.22626141493464
70,Manual,71.3796493344546
70,Manual,82.94944619650906
70,Manual,104.23496900387902
70,Manual,72.76912734479038
70,Manual,71.4271324358318
70,Manual,69.38589090027153
70,Manual,73.46488459111704
70,Manual,73.29525175038533
70,Manual,62.370476513853326
70,Manual,86.01986168004326
70,Manual,30.936933484496727
70,Manual,53.44357556985512
70,Manual,79.19581369526142
70,Manual,75.86631347273905
70,Manual,60.97362311681035
70,Manual,33.045688866042056
70,Manual,58.6278542192612
70,Manual,47.00373290348147
70,Manual,54.12590068719705
70,Manual,91.37017629080619
70,Manual,89.90590792817194
70,Manual,42.19099417791622
70,Manual,93.9223041287208
70,Manual,53.57469316494059
70,Manual,88.4453888895857
70,Manual,72.539688322589015
70,Manual,77.96072330556382
70,Manual,80.03671721544373
70,Manual,50.810668194672836
70,Manual,34.254742410038915
70,Manual,59.91530940684316
70,Manual,44.574300744104505
70,Manual,50.55064516016697
70,Manual,61.635563151221504
70,Manual,45.86057800903611
70,Manual,70.39360962496148
70,Manual,72.33083533055539
70,Manual,48.590083875876495
70,Manual,57.74684873434114
70,Manual,80.648112811395393
70,Manual,69.22844563460012
70,Manual,54.607080611521404
70,Manual,64.67107657131946
70,Manual,99.02416018205017
70,Manual,70.55133284434294
70,Manual,69.00455289219776
70,Manual,52.365741741590924
70,Manual,69.07944668432539
70,Manual,65.44170536619214
70,Manual,70.16123526611597
70,Manual,102.87516770525657
70,Manual,68.07907107498288
70,Manual,51.69080055563997
70,Manual,71.85056461773601
70,Manual,57.31423993073839
70,Manual,63.09168479536953
70,Manual,79.33496526604442
70,Manual,61.05985977949655
70,Manual,73.71398840455186
70,Manual,74.53012669928727
70,Manual,52.07549514517246
70,Manual,63.11962807540173
70,Manual,100.48109960062352
70,Manual,73.79345876282464
70,Manual,74.45965006716345
70,Manual,61.1625838571907
70,Manual,97.67091801146377
70,Manual,100.92464105335635
70,Manual,54.3273612530623
70,Manual,77.8578296480969
70,Manual,87.92308048042995
70,Manual,83.72301424148299
70,Manual,69.19030040365169
70,Manual,55.63485424213781
70,Manual,53.32127609354381
70,Manual,46.44204960505034
70,Manual,67.14103569495983
70,Manual,73.07381655283078
70,Manual,85.31861452017623
70,Manual,71.48428648165633
70,Manual,82.92545833128678
70,Manual,88.97120381133739
70,Manual,76.53394088965149
70,Manual,53.77860059006938
70,Manual,80.92268098717108
70,Manual,37.95145105478692
70,Manual,69.95706442268543
70,Manual,62.10137290237269
70,Manual,69.57398206398233
70,Manual,65.0526752175951
70,Manual,66.94380611886545
70,Manual,53.336160387107945
70,Manual,99.71303156135332
70,Manual,80.22696721779923
70,Manual,78.7829836416501
70,Manual,69.03804443456953
70,Manual,79.93498765411765
70,Manual,68.38746693433684
70,Manual,75.97652779470222
70,Manual,41.249468835190214
70,Manual,63.38864850991572
70,Manual,66.16456993816304
70,Manual,82.69840144252842
70,Manual,58.51419925897323
70,Manual,71.12036670288515
70,Manual,81.67141717509014
70,Manual,59.38414659798235
70,Manual,36.65393484240136
70,Manual,58.271937519025244
70,Manual,73.32649614774928
70,Manual,56.29984186857843
70,Manual,75.14201210174325
70,Manual,58.52563919958762
70,Manual,94.68464951817695
70,Manual,73.86821822612397
70,Manual,65.74652977220222
70,Manual,66.41539481755028
70,Manual,57.45297711775204
70,Manual,47.789739146457755
70,Manual,72.35987374073527
70,Manual,84.64615076583894
70,Manual,36.54520055367576
70,Manual,94.06627658290397
70,Manual,87.24464850471512
70,Manual,91.40815715681467
70,Manual,72.06868313193024
70,Manual,84.47693465056705
70,Manual,45.93746652316372
70,Manual,75.19186210100831
70,Manual,72.84090387236579
70,Manual,86.33455575212547
70,Manual,84.96059432982747
70,Manual,84.02198343056439
70,Manual,74.42987745434617
70,Manual,81.25510898621646
70,Manual,86.80097369608936
70,Manual,71.87498502092055
70,Manual,72.56752524909686
70,Manual,77.53353509781373
70,Manual,83.92491317016263
70,Manual,70.86458286107532
70,Manual,75.53969301090916
70,Manual,58.94964074725215
70,Manual,89.29936213268873
70,Manual,54.44543072924823
70,Manual,86.94968430470999
70,Manual,61.85668172704374
70,Manual,79.54388182131808
70,Manual,54.32107568949166
70,Manual,59.29595402013266
70,Manual,77.54542887703113
70,Manual,73.06592651716164
70,Manual,70.67373160859202
70,Manual,58.54761367393847
70,Manual,53.75142302359772
70,Manual,60.304401334553
70,Manual,50.60729786369886
70,Manual,74.42171172542825
70,Manual,63.83961015745698
70,Manual,59.57257142822123
70,Manual,60.97797236936806
70,Manual,77.46754279500804
70,Manual,74.72390160305758
70,Manual,59.80007587784485
70,Manual,58.776217121667734
70,Manual,32.196990048861274
70,Manual,72.97107165679775
70,Manual,62.22656299465133
70,Manual,76.6497194821589
70,Manual,75.08170753943203
70,Manual,67.78969723953766
70,Manual,60.390101847569
70,Manual,87.4619031712864
70,Manual,63.576043614942
70,Manual,57.228417647120175
70,Manual,65.53322046931655
70,Manual,40.9973590340775
70,Manual,78.805704716842655
70,Manual,78.78601694521923
70,Manual,62.65095710910664
70,Manual,53.333549659651965
70,Manual,67.7267746648726
70,Manual,58.637007778758424
70,Manual,93.02496678977619
70,Manual,78.78650663154203
70,Manual,37.36990700562563
70,Manual,65.66334750093505
70,Manual,77.83376518137148
70,Manual,58.71954263649366
70,Manual,55.40462255963299
70,Manual,94.91236089959635
70,Manual,68.41541626329004
70,Manual,97.62869820148528
70,Manual,106.99004164052864
70,Manual,73.92031932792865
70,Manual,83.1007998245419
70,Manual,89.11478975215067
70,Manual,55.41885701086723
70,Manual,67.05624515808672
70,Manual,71.89460750355478
70,Manual,57.343405411110545
70,Manual,67.13847839800675
70,Manual,71.7515558679284
70,Manual,42.06274691382836
70,Manual,62.62425089088737
70,Manual,61.09897974929377
70,Manual,55.22439187832697
70,Manual,70.14970232935778
70,Manual,78.5627380102708
70,Manual,94.46736725738968
70,Manual,74.2576249981619
70,Manual,53.608385062793026
70,Manual,65.15081275488804
70,Manual,75.09006204191158
70,Manual,55.84703437645778
70,Manual,58.85004348994709
70,Manual,74.26008353664236
70,Manual,66.2129113089195
70,Manual,63.56222468278785
70,Manual,72.321194252463755
70,Manual,65.66870365514565
70,Manual,97.32804882251922
70,Manual,48.91134799369279
70,Manual,55.57153209254367
70,Manual,69.53814081997977
70,Manual,81.91486288397546
70,Manual,61.59766537118103
70,Manual,74.23442775353878
70,Manual,51.34766803415111
70,Manual,58.46574798429875
70,Manual,67.77496975875863
70,Manual,72.51743919514631
70,Manual,59.3256412057351
70,Manual,46.86380205743552
70,Manual,73.18951536849458
70,Manual,59.22071135613321
70,Manual,51.472702321141746
70,Manual,70.11608805097947
70,Manual,67.02417803029701
70,Manual,53.37663374471544
70,Manual,72.48585953559609
70,Manual,70.43215294857951
70,Manual,75.03318812489623
70,Manual,84.14901890665413
70,Manual,71.285592125775
70,Manual,66.18541610163368
70,Manual,51.059524977588296
70,Manual,89.2899756799407
70,Manual,59.25696548196264
70,Manual,48.79018082676403
70,Manual,76.18856087080559
70,Manual,77.93808062901171
70,Manual,67.7292684949863
70,Manual,53.812912563656774
70,Manual,65.63650717229288
70,Manual,86.68157310505256
70,Manual,66.05136117363433
70,Manual,71.28812040812687
70,Manual,60.654910278250355
70,Manual,58.94372456959097
70,Manual,71.19053317385153
70,Manual,53.12815745158834
70,Manual,74.66840035999257
70,Manual,69.26032141243999
70,Manual,74.71270377041078
70,Manual,69.14385508012099
70,Manual,90.08958998474628
70,Manual,88.47410559627838
70,Manual,56.48173507433913
70,Manual,85.47541488177822
70,Manual,85.46478286485075
70,Manual,56.637693247482645
70,Manual,44.26749563021388
70,Manual,51.889931543604725
70,Manual,85.8847301198652
70,Manual,65.79803391222718
70,Manual,54.70596766797283
70,Manual,84.977287817597
70,Manual,61.25585583477716
70,Manual,55.03402114619097
70,Manual,79.86793009781893
70,Manual,49.175859531277936
70,Manual,78.34561918855562
70,Manual,92.15400287718467
70,Manual,78.4061091010554
70,Manual,43.4017464480641
70,Manual,59.78139645613255
70,Manual,61.93347845623136
70,Manual,56.51949757679289
70,Manual,62.3400667088106
70,Manual,55.19863873102319
70,Manual,66.39724810272385
70,Manual,70.67179388112666
70,Manual,71.77753567478099
70,Manual,60.42655501168036
70,Manual,69.68812563293179
70,Manual,64.56927134961424
70,Manual,74.45473278517028
70,Manual,35.40063087436765
70,Manual,81.11521131653035
70,Manual,64.32429266120396
70,Manual,82.67402947406892
70,Manual,57.102083344841
70,Manual,46.40501993408654
70,Manual,54.74098098006945
70,Manual,90.95923734903778
70,Manual,62.97509697045003
70,Manual,78.89493230444883
70,Manual,70.28968195672645
70,Manual,79.6805096529737
70,Manual,63.86895489930962
70,Manual,55.07297702609313
70,Manual,42.72171723711026
70,Manual,35.46906054556268
70,Manual,59.144463134861454
70,Manual,68.2190404580911
70,Manual,64.1874490394647
70,Manual,40.416873327118935
70,Manual,78.86390626655682
70,Manual,77.84298791956056
70,Manual,92.35105743793201
70,Manual,69.67509931222334
70,Manual,78.32394582484889
70,Manual,70.80944396038569
70,Manual,70.91295267283667
70,Manual,83.97363928640735
70,Manual,67.47879633307086
70,Manual,61.4046568418038
70,Manual,80.65673726936544
70,Manual,59.671896573534795
